Metric,Sample Size,Mean Value,Median Value,Sample Q05,Sample Q95,Empirical CI Rel Width,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Std,Bootstrap CI Low,Bootstrap CI High,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Average Distinct Activities per Trace,300,3.6809999999999996,3.6500000000000004,2.996166666666667,4.382666666666666,0.37666395001358316,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Distinct Activities per Trace,400,3.6662,3.6275,2.958125,4.390625,0.39073154765151935,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Distinct Activities per Trace,500,3.7024,3.676,2.9836,4.392199999999999,0.3804559204840101,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Distinct Activities per Trace,600,3.62175,3.586666666666667,2.720416666666667,4.538583333333333,0.5020132992798141,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Distinct Activities per Trace,700,3.6803,3.640714285714285,3.1182142857142856,4.463857142857143,0.36563401275517143,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Distinct Activities per Trace,800,3.682375,3.603125,3.155375,4.551562499999999,0.3791540785498488,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Distinct Activities per Trace,900,3.6778555555555554,3.583333333333333,2.994444444444445,4.394722222222223,0.38073212953200386,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Distinct Activities per Trace,1000,3.67668,3.674,3.0907999999999998,4.38765,0.35272310889171754,,,,,,,-0.020429015643780066,0.5187447497994855,-0.040792174729594545,0.19743809389982878,,False
Average Edit Distance,100,1.9789474747474747,2.0574747474747475,1.263979797979798,2.3397171717171723,0.5435906649693392,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
Average Edit Distance,200,2.024813567839196,2.0994723618090454,1.53678391959799,2.272075376884422,0.3631403250972419,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
