Metric,Sample Size,Mean Value,Median Value,Bootstrap CI Low,Bootstrap CI High,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Q05,Sample Q95,Empirical CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Avg. Trace Length,600,20.123783333333332,20.61583333333333,,,,,,,,,0.014777149701598009,0.6406891042664221,0.0036977380548136513,0.9070289300459409,100.0,True
Avg. Trace Length,700,20.274185714285714,20.742142857142856,,,,,,,,,0.014777149701598009,0.6406891042664221,0.0036977380548136513,0.9070289300459409,100.0,True
Avg. Trace Length,800,20.3386375,20.78875,,,,,,,,,0.014777149701598009,0.6406891042664221,0.0036977380548136513,0.9070289300459409,100.0,True
Avg. Trace Length,900,19.970544444444446,20.529999999999998,,,,,,,,,0.014777149701598009,0.6406891042664221,0.0036977380548136513,0.9070289300459409,100.0,True
Avg. Trace Length,1000,19.923119999999997,20.425,,,16.638225,22.070525,0.27266311702183205,16.91115,21.8131,0.24604329040832962,0.014777149701598009,0.6406891042664221,0.0036977380548136513,0.9070289300459409,100.0,True
Deviation from Random,100,0.7479458736327477,0.7494349716198268,,,0.7147627470278407,0.7759143624557634,0.0817594127913446,0.7211507553576373,0.7711849391896795,0.06689546074908849,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,200,0.7507767721168448,0.7510122658131221,,,,,,,,,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,300,0.7534146743563076,0.7540179674322123,,,,,,,,,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,400,0.7522016709321139,0.7525742421104817,,,,,,,,,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,500,0.7520034456016339,0.7530323910904685,,,0.7294862955403657,0.7644223029414821,0.046457243787182516,0.7303373490158833,0.7641147688412201,0.04491657587860311,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,600,0.7528318624149161,0.755485565711468,,,,,,,,,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,700,0.7528194643741679,0.7538467570802151,,,,,,,,,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,800,0.7536688503944434,0.7553475826376621,,,,,,,,,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,900,0.7528018972677786,0.7529091412200515,,,,,,,,,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Deviation from Random,1000,0.7543115379792746,0.7550426333284175,,,0.7394032091409728,0.7648680441913271,0.033759042210294306,0.7439656761161065,0.764651578972387,0.02742355355148874,0.13289831618262926,2.4859455492666575e-05,0.09371942224215189,0.003012173468615938,1100.0,True
Estimated Number of Acyclic Paths,100,114408.28793263908,91201.08393559096,,,6463.685897431547,398107.17055349774,3.4232090326065947,14332.810039395023,331131.12148259144,2.7690154023607088,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
Estimated Number of Acyclic Paths,200,739495.0407630396,478630.092322638,,,,,,,,,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
